           1
  5.6242498E-06  0.0000000E+00  0.0000000E+00  1.6872787E-05 -1.6872789E-05
  5.6242457E-06  0.0000000E+00  2.0953339E-12  0.0000000E+00 -1.6872787E-05
 -5.6242470E-06  1.6872766E-05  0.0000000E+00 -5.6242538E-06  5.6242429E-06
  0.0000000E+00  0.0000000E+00  1.6872758E-05 -1.6872755E-05 -1.8916235E-11
 -5.6242311E-06 -1.8625214E-11  1.0476687E-12  1.6872777E-05  5.6242206E-06
 -1.6872753E-05  0.0000000E+00  0.0000000E+00  5.6242511E-06  1.6872769E-05
  0.0000000E+00 -5.6242716E-06  0.0000000E+00  3.4922499E-12  0.0000000E+00
  2.0953374E-12  0.0000000E+00  4.1906747E-12  0.0000000E+00  2.0953374E-12
  0.0000000E+00  2.0953374E-12  0.0000000E+00  5.2383349E-12  0.0000000E+00
  1.0476669E-12  1.6872771E-05  5.6242156E-06 -1.6872764E-05  0.0000000E+00
  1.6958886E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.6872766E-05
 -5.6242288E-06  5.6242275E-06  0.0000000E+00  2.0953374E-12  5.6242302E-06
  0.0000000E+00  2.0953374E-12  1.3968933E-10  0.0000000E+00 -5.6243025E-06
  3.4922393E-12  2.0953371E-12  0.0000000E+00  5.6243043E-06  2.0953371E-12
  1.6872842E-05  0.0000000E+00  0.0000000E+00  5.7040067E-11 -9.3738763E-06
  0.0000000E+00 -5.6243071E-06 -1.6872844E-05  0.0000000E+00  1.6872846E-05
  2.0953371E-12  0.0000000E+00 -1.6872847E-05 -5.6243093E-06  0.0000000E+00
  3.4922391E-12  5.6243080E-06  0.0000000E+00  3.4922393E-12 -2.8122271E-05
  1.7111935E-10  3.4922356E-12  3.4922321E-12  0.0000000E+00  1.6872767E-05
  2.0953374E-12  0.0000000E+00  0.0000000E+00 -1.6872771E-05 -5.6242325E-06
 -5.6242257E-06  0.0000000E+00  0.0000000E+00  2.0953374E-12  3.4922482E-12
  0.0000000E+00  3.4922534E-12  8.7306412E-12  1.7461241E-12  0.0000000E+00
  8.7306334E-12  0.0000000E+00  3.4921510E-12  3.4922499E-12  3.4922501E-12
  0.0000000E+00  6.9845033E-12  3.4922501E-12  3.4922499E-12  0.0000000E+00
  3.4922499E-12  2.0953337E-12 -1.6872771E-05 -3.5778672E-18  1.6872782E-05
  2.0953337E-12  2.0953374E-12  3.4921788E-12  0.0000000E+00  6.9844933E-12
  4.1906743E-12 -1.6872806E-05 -5.6242629E-06 -1.8625268E-11  2.0953371E-12
  2.0953371E-12  3.4922412E-12  3.4922482E-12  3.4922482E-12  0.0000000E+00
  3.4922464E-12  3.4922479E-12  5.2383219E-12  3.1430060E-12 -1.6872824E-05
  5.6242811E-06  1.6872800E-05  5.6242848E-06  0.0000000E+00  0.0000000E+00
  1.0476687E-12  1.7461206E-12  5.2383653E-12  3.4922430E-12  2.0953374E-12
 -1.6872829E-05  5.6242716E-06  0.0000000E+00  0.0000000E+00  4.1906747E-12
  6.9844842E-12  0.0000000E+00  3.4922430E-12  3.4922430E-12  3.4922250E-12
  0.0000000E+00  3.4922393E-12  2.0953371E-12 -1.6872840E-05  0.0000000E+00
  5.6243011E-06  1.6872840E-05  0.0000000E+00  0.0000000E+00  2.0953335E-12
 -1.6872838E-05  5.6242975E-06  1.6872818E-05  0.0000000E+00 -5.6242998E-06
  0.0000000E+00 -3.4694470E-18  0.0000000E+00  5.6242743E-06 -1.9789389E-11
  2.0953374E-12  0.0000000E+00 -1.6872804E-05  1.6872833E-05 -5.6243057E-06
  2.0953335E-12  0.0000000E+00 -5.6242843E-06 -1.6872820E-05  0.0000000E+00
  1.6872831E-05  0.0000000E+00  5.6242875E-06  1.6872829E-05  0.0000000E+00
 -5.6242898E-06  2.0953374E-12  0.0000000E+00  0.0000000E+00 -5.6242848E-06
 -1.6872826E-05  0.0000000E+00  1.6872824E-05  0.0000000E+00  0.0000000E+00
 -5.6242880E-06  5.6242689E-06  0.0000000E+00  0.0000000E+00  1.6872786E-05
 -1.6872787E-05  0.0000000E+00 -5.6242661E-06  0.0000000E+00  0.0000000E+00
  1.6872811E-05  5.6242552E-06 -1.6872804E-05  0.0000000E+00 -5.6242834E-06
  3.1430006E-12  0.0000000E+00 -3.4694470E-18  2.0953337E-12  0.0000000E+00
  2.0953371E-12  1.6872807E-05  0.0000000E+00  5.6242698E-06 -1.6872800E-05
  0.0000000E+00  0.0000000E+00 -5.6242657E-06  5.6242670E-06  1.6872806E-05
  0.0000000E+00 -5.6242698E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -1.6872804E-05  0.0000000E+00  5.6242634E-06  0.0000000E+00 -5.6242498E-06
  5.6242379E-06 -3.4694470E-18  2.0953374E-12  1.6872797E-05 -1.6872789E-05
  5.6242552E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.6872795E-05
 -5.6242557E-06  1.6872791E-05  0.0000000E+00 -5.6242511E-06  5.6242498E-06
  0.0000000E+00  0.0000000E+00  1.6872787E-05 -1.6872789E-05  5.6242457E-06
  0.0000000E+00  2.0953339E-12  0.0000000E+00 -1.6872787E-05 -5.6242470E-06
  1.6872766E-05  0.0000000E+00 -5.6242538E-06  5.6242429E-06  0.0000000E+00
  0.0000000E+00  1.6872758E-05 -1.6872755E-05 -1.8916235E-11 -5.6242311E-06
 -1.8625214E-11  1.0476687E-12  1.6872777E-05  5.6242206E-06 -1.6872753E-05
  0.0000000E+00  0.0000000E+00  5.6242511E-06  1.6872769E-05  0.0000000E+00
 -5.6242716E-06  0.0000000E+00  3.4922499E-12  0.0000000E+00  2.0953374E-12
  0.0000000E+00  4.1906747E-12  0.0000000E+00  2.0953374E-12  0.0000000E+00
  2.0953374E-12  0.0000000E+00  5.2383349E-12  0.0000000E+00  1.0476669E-12
  1.6872771E-05  5.6242156E-06 -1.6872764E-05  0.0000000E+00  1.6958886E-05
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.6872766E-05 -5.6242288E-06
  5.6242275E-06  0.0000000E+00  2.0953374E-12  5.6242302E-06  0.0000000E+00
  2.0953374E-12  1.3968933E-10  0.0000000E+00 -5.6243025E-06  3.4922393E-12
  2.0953371E-12  0.0000000E+00  5.6243043E-06
